age	status	sex	orientation	body_type	diet	drinks	drugs	education	ethnicity	height	income	job	location	offspring	pets	smokes	speaks
28	available	f	bisexual	average	strictly anything	socially	sometimes	graduated from masters program	white	60	40000	education / academia	"oakland, california"	doesn't have kids	has dogs and has cats	no	"english (fluently), italian (poorly)"
24	single	m	straight	thin	mostly anything	rarely	often	graduated from two-year college	white	72	40000	computer / hardware / software	"san mateo, california"		likes dogs and dislikes cats	yes	english
52	single	m	straight	average	mostly anything	rarely	sometimes	graduated from high school	native american	75	100000	construction / craftsmanship	"san francisco, california"		likes dogs and likes cats	no	english
34	single	f	straight	average	mostly anything	socially		graduated from masters program	asian	60	60000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	"english (fluently), tagalog (fluently), french (poorly), spanish (okay)"
23	single	m	straight	thin	mostly anything	socially	never	graduated from college/university	white	75	40000	computer / hardware / software	"hayward, california"		likes dogs and has cats	no	"english (fluently), spanish (poorly)"
30	single	f	straight	curvy		socially	never	graduated from college/university	white	70	40000	clerical / administrative	"south san francisco, california"		likes dogs and likes cats	no	english (fluently)
25	single	m	straight	fit		socially	never	graduated from college/university	"hispanic / latin, white"	68	40000	science / tech / engineering	"rodeo, california"	"doesn't have kids, but wants them"	likes dogs	no	"english, spanish (fluently), chinese (fluently)"
33	available	f	bisexual	fit	anything	often		dropped out of college/university	white	66	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats		"english (fluently), latin (poorly), japanese (poorly), lisp"
22	single	m	straight	athletic		socially	often	working on college/university	black	70	20000	artistic / musical / writer	"oakland, california"		has dogs	no	english
28	single	m	straight	thin	vegetarian	socially	never	graduated from masters program	indian	70	100000	computer / hardware / software	"san francisco, california"			no	"english (fluently), hindi (okay), c++ (fluently)"
31	single	m	straight	average	mostly anything	rarely	never	graduated from college/university	white	70	100000	hospitality / travel	"oakland, california"	"doesn't have kids, but might want them"	has dogs and likes cats	sometimes	english
48	single	m	straight	a little extra		rarely	never	graduated from two-year college	white	70	70000	construction / craftsmanship	"san leandro, california"		likes dogs	no	"english, greek (poorly)"
40	single	m	straight	athletic	mostly anything	rarely	never	graduated from college/university		67	50000	sales / marketing / biz dev	"oakland, california"		has dogs and likes cats	trying to quit	"english (fluently), french (okay)"
23	single	m	straight	skinny	mostly anything	socially		graduated from college/university	white	71	100000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english
23	single	m	straight	fit	mostly anything	rarely	never	graduated from college/university	white	71	70000	computer / hardware / software	"san francisco, california"	"doesn't have kids, but might want them"	likes cats	no	english (fluently)
23	single	f	straight	average	anything	socially	never	graduated from high school	black	62	30000	other	"san francisco, california"		dislikes dogs and likes cats	when drinking	english (fluently)
32	single	m	straight	fit	strictly anything	socially	sometimes	graduated from masters program	white	68	100000	computer / hardware / software	"san francisco, california"		dislikes dogs and likes cats	no	"english (fluently), german (okay), swedish (fluently), polish (poorly)"
28	single	m	straight	average	mostly anything	socially		graduated from college/university		67	100000	computer / hardware / software	"san francisco, california"		likes dogs and likes cats	no	"english, c++"
36	single	m	straight	average	mostly anything	socially	never	graduated from college/university	"asian, native american, white"	69	60000	artistic / musical / writer	"oakland, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	english
21	single	f	straight	curvy	strictly anything	socially	never	graduated from college/university	asian	60	70000	computer / hardware / software	"san francisco, california"	doesn't have kids	likes cats	no	"english (fluently), chinese (okay), spanish (okay), c++ (fluently)"
32	single	m	straight	fit	strictly anything	socially	never		white	72	80000	rather not say	"san francisco, california"		likes dogs	no	english (fluently)
31	single	f	straight	curvy	mostly anything	socially	never	graduated from college/university	white	65	40000	other	"alameda, california"		dislikes dogs and likes cats	no	english (fluently)
27	single	m	straight	average	mostly anything	not at all	never	graduated from high school	hispanic / latin	74	30000	other	"san francisco, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	no	"english (fluently), spanish (fluently)"
59	single	m	straight	used up	other	socially		graduated from space camp		69	1000000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	no	"english, c++ (okay)"
23	single	f	straight	used up	strictly anything	socially	never	graduated from college/university	white	68	50000	science / tech / engineering	"san francisco, california"	doesn't have kids	likes dogs and likes cats	yes	"english (fluently), c++ (okay), spanish (okay)"
31	single	m	straight	fit	mostly vegetarian	often		working on ph.d program	white	76	40000	artistic / musical / writer	"san francisco, california"		has dogs	when drinking	english (fluently)
18	single	f	gay	average		rarely	never	graduated from high school		61	20000	student	"east palo alto, california"	"doesn't have kids, but might want them"	likes dogs and likes cats	yes	english (fluently)
42	single	f	straight	a little extra	mostly anything	rarely	never	graduated from college/university	black	67	40000	political / government	"oakland, california"		likes dogs and likes cats	no	english
32	single	m	straight	a little extra	strictly anything	socially	sometimes	graduated from college/university	white	70	80000	artistic / musical / writer	"san francisco, california"		likes dogs and likes cats	when drinking	"english (fluently), spanish (poorly)"
34	single	m	gay	a little extra	mostly anything	socially	never		white	70	70000	sales / marketing / biz dev	"san francisco, california"	doesn't want kids		sometimes	english
25	single	f	straight	average		socially	never	working on two-year college	"native american, white, other"	63	20000	unemployed	"san pablo, california"	has a kid	has dogs and has cats	yes	english (fluently)
24	single	m	straight			socially	never		white	71	40000	science / tech / engineering	"san francisco, california"		likes dogs and likes cats	when drinking	"english (okay), french (fluently), spanish (okay)"
21	single	f	straight	average	mostly anything	socially	never	working on college/university		65	20000	clerical / administrative	"novato, california"	doesn't have kids	likes dogs and has cats	no	english
25	single	m	straight	athletic		socially	never	graduated from college/university	white	71	50000	entertainment / media	"san francisco, california"		likes dogs and has cats	no	"english (fluently), italian (fluently), french (okay), spanish (poorly)"
25	single	f	straight	curvy	strictly anything	socially	never	working on college/university	white	70	20000	education / academia	"albany, california"		likes dogs and has cats	no	"english (fluently), sign language (poorly), spanish (poorly), polish (poorly)"
41	single	f	straight	average	mostly anything	socially	never	graduated from masters program	other	65	50000	artistic / musical / writer	"oakland, california"	doesn't have kids	has dogs and likes cats	no	english (fluently)
